time,seconds_elapsed,z,y,x
1733714507801753900,0.04775390625,-0.09429214863479136,0.04757657468914985,-0.06518354305028914
1733714507811773000,0.05777294921875,0.021470950312912462,-0.019830489629507064,-0.04387187495231628
1733714507821792000,0.0677919921875,0.06564677664786576,-0.21104513540267944,-0.1036842463582754
1733714507831810800,0.077810791015625,0.05504822574406862,-0.30727380505800245,-0.2132861923277378
1733714507841830000,0.087829833984375,0.054527709001302715,-0.2762240022778511,-0.1609393344968557
1733714507851849000,0.097848876953125,0.115234983420372,-0.21144144124388695,-0.05462766224443912
1733714507861868000,0.107867919921875,0.0609942746669054,-0.15867548121809957,0.025585107633471486
1733714507871886800,0.117886962890625,0.05596504832804203,-0.22987784616649148,0.04427694862186909
1733714507881906000,0.127906005859375,0.04231178602874279,-0.27317221349179743,-0.02084580415189266
1733714507891924200,0.13792431640625,0.055220951962471,-0.27060850048363205,-0.035165421405434605
1733714507901943000,0.147943115234375,0.06535714605152607,-0.2622849087744951,0.026035189488530158
1733714507911962000,0.157962158203125,0.0875982039541006,-0.2132557971894741,0.025721885755658147
1733714507921981200,0.167981201171875,0.0915893194168806,-0.21480127306580543,-0.053424131673574446
1733714507932000000,0.178,-0.02029284644424915,-0.19988018278777597,-0.12407353891432285
1733714507942019000,0.18801904296875,0.049941550254821776,-0.10525427215397358,-0.007079729127883911
1733714507952038100,0.1980380859375,0.06868132203817368,-0.5206318935781717,-0.14210662373304367
1733714507962057200,0.20805712890625,0.16106149957180022,-0.8034148159801959,-0.11525953333973885
1733714507972076000,0.218075927734375,0.18081278648525476,-1.001241573369503,-0.19316168818771837
1733714507982095000,0.22809521484375,0.3288274652183056,-1.3554255981624126,-0.1998228996425867
1733714507992114200,0.2381142578125,0.4731801143124699,-1.7430051120787857,-0.2692816357940435
1733714508002133200,0.24813330078125,0.5529729052126408,-2.1003204206347466,-0.31536943323016164
1733714508012152000,0.258152099609375,0.4937418408259749,-1.9498697469264268,-0.3682967212975025
1733714508022171100,0.268171142578125,0.4424149736925959,-2.367272736698389,-0.09853402398824691
1733714508032190200,0.278190185546875,0.40779608025401826,-4.2023289404869075,0.13791151013076305
1733714508042209000,0.288208984375,0.20186872625648974,-3.8642110843539235,1.1245225006014108
1733714508052228000,0.29822802734375,0.23862360881045458,-3.3933810402989386,1.590882121244073
1733714508062247000,0.308246826171875,0.6017099019832909,-3.3637469495356083,1.8590362143129109
1733714508072266000,0.318265869140625,0.8725019423402846,-3.2597131590873003,2.2506693875342605
1733714508082284800,0.328284912109375,0.9391590650744736,-2.913704257443547,2.4271400531619785
1733714508092304000,0.338303955078125,0.6895448373027145,-2.179956851929426,2.4831483561098575
1733714508102323000,0.348322998046875,0.4511996801074594,-1.4344962122678755,2.63232535662055
1733714508112342000,0.358342041015625,0.22554493152871727,-0.8837643639802932,2.90896144683063
1733714508122360800,0.36836083984375,-0.1445054285030812,-0.30703298203945156,3.134652947223186
1733714508132380000,0.3783798828125,0.0011837298918515443,-0.44693595824837684,2.5202543901890513
1733714508142399000,0.38839892578125,0.12942023370452224,-1.8105547997385263,1.2058730423375963
1733714508152417000,0.3984169921875,-0.06612871494591235,-2.6026111863583323,0.5630548848964274
1733714508162436000,0.40843603515625,-0.06716333695696666,-3.4305618931800126,-0.06765417094752192
